contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type
SPY240816C00605000,2024-07-30 18:50:02+00:00,605.0,0.02,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00610000,2024-07-30 15:02:16+00:00,610.0,0.02,0.0,0.0,0.0,0.0,6.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00615000,2024-07-29 14:30:13+00:00,615.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00620000,2024-07-29 19:21:54+00:00,620.0,0.01,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00625000,2024-07-29 18:32:25+00:00,625.0,0.02,0.0,0.0,0.0,0.0,30.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00630000,2024-07-30 15:13:48+00:00,630.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00635000,2024-07-29 14:02:30+00:00,635.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00640000,2024-07-26 13:46:32+00:00,640.0,0.02,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00645000,2024-07-26 16:25:20+00:00,645.0,0.01,0.0,0.0,0.0,0.0,9.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816C00650000,2024-07-30 17:58:31+00:00,650.0,0.01,0.0,0.0,0.0,0.0,11.0,0,0.12500875,False,REGULAR,USD,Call
SPY240816P00200000,2024-07-24 13:41:01+00:00,200.0,0.01,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00205000,2024-07-10 14:25:28+00:00,205.0,0.01,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00210000,2024-07-10 19:50:59+00:00,210.0,0.01,0.0,0.0,0.0,0.0,8.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00215000,2024-07-12 17:28:56+00:00,215.0,0.01,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00220000,2024-07-24 16:26:13+00:00,220.0,0.01,0.0,0.0,0.0,0.0,12.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00225000,2024-06-26 13:30:56+00:00,225.0,0.01,0.0,0.0,0.0,0.0,10.0,1685,0.500005,False,REGULAR,USD,Put
SPY240816P00230000,2024-07-11 18:45:09+00:00,230.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00235000,2024-07-18 17:50:11+00:00,235.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00240000,2024-07-19 14:54:54+00:00,240.0,0.01,0.0,0.0,0.0,0.0,200.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00245000,2024-07-26 15:34:22+00:00,245.0,0.01,0.0,0.0,0.0,0.0,9.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00250000,2024-07-19 19:53:56+00:00,250.0,0.01,0.0,0.0,0.0,0.0,971.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00255000,2024-07-19 20:14:40+00:00,255.0,0.01,0.0,0.0,0.0,0.0,654.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00260000,2024-07-19 14:52:58+00:00,260.0,0.02,0.0,0.0,0.0,0.0,500.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00265000,2024-07-25 19:19:37+00:00,265.0,0.01,0.0,0.0,0.0,0.0,200.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00270000,2024-07-22 14:35:51+00:00,270.0,0.01,0.0,0.0,0.0,0.0,100.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00275000,2024-07-22 15:23:52+00:00,275.0,0.01,0.0,0.0,0.0,0.0,13.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00280000,2024-07-22 16:59:50+00:00,280.0,0.01,0.0,0.0,0.0,0.0,282.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00285000,2024-07-25 19:19:55+00:00,285.0,0.01,0.0,0.0,0.0,0.0,201.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00290000,2024-07-24 19:22:22+00:00,290.0,0.01,0.0,0.0,0.0,0.0,28.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00295000,2024-07-26 14:10:42+00:00,295.0,0.01,0.0,0.0,0.0,0.0,11.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00300000,2024-07-26 14:49:43+00:00,300.0,0.01,0.0,0.0,0.0,0.0,103.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00305000,2024-07-26 16:02:09+00:00,305.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00310000,2024-07-30 20:13:02+00:00,310.0,0.01,0.0,0.0,0.0,0.0,102.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00315000,2024-07-30 18:16:09+00:00,315.0,0.01,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00320000,2024-07-30 18:43:59+00:00,320.0,0.01,0.0,0.0,0.0,0.0,3027.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00325000,2024-07-30 19:51:31+00:00,325.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00330000,2024-07-30 16:44:59+00:00,330.0,0.01,0.0,0.0,0.0,0.0,259.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00335000,2024-07-30 15:45:19+00:00,335.0,0.01,0.0,0.0,0.0,0.0,35.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00340000,2024-07-25 20:04:25+00:00,340.0,0.03,0.0,0.0,0.0,0.0,53.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00345000,2024-07-29 16:13:21+00:00,345.0,0.01,0.0,0.0,0.0,0.0,60.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00350000,2024-07-30 19:19:49+00:00,350.0,0.02,0.0,0.0,0.0,0.0,249.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00355000,2024-07-29 13:33:18+00:00,355.0,0.02,0.0,0.0,0.0,0.0,100.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00360000,2024-07-30 20:10:54+00:00,360.0,0.02,0.0,0.0,0.0,0.0,32.0,0,0.500005,False,REGULAR,USD,Put
SPY240816P00365000,2024-07-30 17:36:16+00:00,365.0,0.03,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00370000,2024-07-30 17:03:20+00:00,370.0,0.03,0.0,0.0,0.0,0.0,26.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00375000,2024-07-30 19:52:24+00:00,375.0,0.03,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00380000,2024-07-30 19:18:37+00:00,380.0,0.04,0.0,0.0,0.0,0.0,27.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00385000,2024-07-30 15:03:15+00:00,385.0,0.03,0.0,0.0,0.0,0.0,30.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00390000,2024-07-30 19:20:32+00:00,390.0,0.05,0.0,0.0,0.0,0.0,37.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00395000,2024-07-30 17:01:10+00:00,395.0,0.05,0.0,0.0,0.0,0.0,39.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00400000,2024-07-30 17:01:05+00:00,400.0,0.06,0.0,0.0,0.0,0.0,165.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00405000,2024-07-30 17:00:58+00:00,405.0,0.06,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00410000,2024-07-30 16:55:33+00:00,410.0,0.07,0.0,0.0,0.0,0.0,259.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00415000,2024-07-30 19:22:46+00:00,415.0,0.06,0.0,0.0,0.0,0.0,12.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00420000,2024-07-30 17:37:06+00:00,420.0,0.08,0.0,0.0,0.0,0.0,11.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00425000,2024-07-30 18:17:00+00:00,425.0,0.08,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00430000,2024-07-30 15:09:14+00:00,430.0,0.09,0.0,0.0,0.0,0.0,20.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00435000,2024-07-30 20:01:49+00:00,435.0,0.11,0.0,0.0,0.0,0.0,11.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00440000,2024-07-30 19:46:17+00:00,440.0,0.11,0.0,0.0,0.0,0.0,158.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00445000,2024-07-30 17:04:04+00:00,445.0,0.16,0.0,0.0,0.0,0.0,24.0,0,0.2500075,False,REGULAR,USD,Put
SPY240816P00450000,2024-07-30 18:06:48+00:00,450.0,0.14,0.0,0.0,0.0,0.0,24.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00455000,2024-07-30 19:20:21+00:00,455.0,0.14,0.0,0.0,0.0,0.0,1108.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00458000,2024-07-29 14:54:30+00:00,458.0,0.17,0.0,0.0,0.0,0.0,16.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00459000,2024-07-30 15:06:28+00:00,459.0,0.15,0.0,0.0,0.0,0.0,20.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00460000,2024-07-30 16:39:50+00:00,460.0,0.16,0.0,0.0,0.0,0.0,15.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00461000,2024-07-25 14:08:12+00:00,461.0,0.45,0.0,0.0,0.0,0.0,2.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00462000,2024-07-24 15:24:53+00:00,462.0,0.32,0.0,0.0,0.0,0.0,2.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00463000,2024-07-24 17:00:15+00:00,463.0,0.36,0.0,0.0,0.0,0.0,45.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00464000,2024-07-25 14:06:23+00:00,464.0,0.47,0.0,0.0,0.0,0.0,38.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00465000,2024-07-30 18:53:32+00:00,465.0,0.18,0.0,0.0,0.0,0.0,179.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00466000,2024-07-29 13:36:28+00:00,466.0,0.21,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00467000,2024-07-25 20:03:53+00:00,467.0,0.46,0.0,0.0,0.0,0.0,78.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00468000,2024-07-25 14:06:15+00:00,468.0,0.51,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00469000,2024-07-30 14:14:12+00:00,469.0,0.15,0.0,0.0,0.0,0.0,30.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00470000,2024-07-30 19:48:53+00:00,470.0,0.18,0.0,0.0,0.0,0.0,183.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00471000,2024-07-30 18:00:01+00:00,471.0,0.21,0.0,0.0,0.0,0.0,57.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00472000,2024-07-30 15:05:27+00:00,472.0,0.2,0.0,0.0,0.0,0.0,12.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00473000,2024-07-30 14:27:58+00:00,473.0,0.16,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00474000,2024-07-29 19:17:28+00:00,474.0,0.2,0.0,0.0,0.0,0.0,11.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00475000,2024-07-30 19:24:35+00:00,475.0,0.22,0.0,0.0,0.0,0.0,79.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00476000,2024-07-30 14:09:46+00:00,476.0,0.17,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00477000,2024-07-30 14:46:25+00:00,477.0,0.19,0.0,0.0,0.0,0.0,13.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00478000,2024-07-30 17:04:30+00:00,478.0,0.31,0.0,0.0,0.0,0.0,231.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00479000,2024-07-30 16:58:29+00:00,479.0,0.3,0.0,0.0,0.0,0.0,47.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00480000,2024-07-30 20:04:05+00:00,480.0,0.3,0.0,0.0,0.0,0.0,231.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00481000,2024-07-30 15:55:53+00:00,481.0,0.28,0.0,0.0,0.0,0.0,12.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00482000,2024-07-30 16:56:41+00:00,482.0,0.32,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00483000,2024-07-29 16:50:48+00:00,483.0,0.26,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00484000,2024-07-30 15:45:27+00:00,484.0,0.31,0.0,0.0,0.0,0.0,6.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00485000,2024-07-30 19:39:18+00:00,485.0,0.29,0.0,0.0,0.0,0.0,21.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00486000,2024-07-29 18:59:40+00:00,486.0,0.26,0.0,0.0,0.0,0.0,74.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00487000,2024-07-30 19:41:40+00:00,487.0,0.3,0.0,0.0,0.0,0.0,7.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00488000,2024-07-30 13:36:14+00:00,488.0,0.25,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00489000,2024-07-30 14:28:44+00:00,489.0,0.26,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00490000,2024-07-30 20:10:23+00:00,490.0,0.39,0.0,0.0,0.0,0.0,2100.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00491000,2024-07-30 19:18:11+00:00,491.0,0.35,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00492000,2024-07-30 18:34:14+00:00,492.0,0.37,0.0,0.0,0.0,0.0,2.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00493000,2024-07-30 19:48:06+00:00,493.0,0.35,0.0,0.0,0.0,0.0,29.0,0,0.12500875,False,REGULAR,USD,Put
SPY240816P00494000,2024-07-30 20:03:10+00:00,494.0,0.47,0.0,0.0,0.0,0.0,3.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00495000,2024-07-30 20:01:01+00:00,495.0,0.41,0.0,0.0,0.0,0.0,213.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00496000,2024-07-30 19:35:07+00:00,496.0,0.43,0.0,0.0,0.0,0.0,1315.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00497000,2024-07-30 18:49:15+00:00,497.0,0.45,0.0,0.0,0.0,0.0,253.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00498000,2024-07-30 20:08:57+00:00,498.0,0.54,0.0,0.0,0.0,0.0,26.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00499000,2024-07-30 20:02:56+00:00,499.0,0.6,0.0,0.0,0.0,0.0,221.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00500000,2024-07-30 20:13:04+00:00,500.0,0.61,0.0,0.0,0.0,0.0,5764.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00501000,2024-07-30 19:45:09+00:00,501.0,0.5,0.0,0.0,0.0,0.0,1189.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00502000,2024-07-30 18:05:42+00:00,502.0,0.56,0.0,0.0,0.0,0.0,125.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00503000,2024-07-30 19:57:09+00:00,503.0,0.52,0.0,0.0,0.0,0.0,317.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00504000,2024-07-30 19:59:32+00:00,504.0,0.58,0.0,0.0,0.0,0.0,1062.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00505000,2024-07-30 20:11:44+00:00,505.0,0.79,0.0,0.0,0.0,0.0,1167.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00506000,2024-07-30 19:59:59+00:00,506.0,0.65,0.0,0.0,0.0,0.0,1256.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00507000,2024-07-30 20:06:17+00:00,507.0,0.91,0.0,0.0,0.0,0.0,65.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00508000,2024-07-30 20:14:15+00:00,508.0,0.92,0.0,0.0,0.0,0.0,628.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00509000,2024-07-30 20:04:02+00:00,509.0,1.01,0.0,0.0,0.0,0.0,432.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00510000,2024-07-30 19:59:57+00:00,510.0,0.81,0.0,0.0,0.0,0.0,1204.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00511000,2024-07-30 20:14:52+00:00,511.0,1.12,0.0,0.0,0.0,0.0,12951.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00512000,2024-07-30 19:37:48+00:00,512.0,0.95,0.0,0.0,0.0,0.0,574.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00513000,2024-07-30 20:07:39+00:00,513.0,1.29,0.0,0.0,0.0,0.0,3953.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00514000,2024-07-30 20:11:04+00:00,514.0,1.36,0.0,0.0,0.0,0.0,1618.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00515000,2024-07-30 20:07:39+00:00,515.0,1.48,0.0,0.0,0.0,0.0,13326.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00516000,2024-07-30 20:02:55+00:00,516.0,1.63,0.0,0.0,0.0,0.0,982.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00517000,2024-07-30 20:00:05+00:00,517.0,1.26,0.0,0.0,0.0,0.0,2829.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00518000,2024-07-30 20:04:02+00:00,518.0,1.82,0.0,0.0,0.0,0.0,2414.0,0,0.062509375,False,REGULAR,USD,Put
SPY240816P00519000,2024-07-30 20:11:20+00:00,519.0,1.89,0.0,0.0,0.0,0.0,2298.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00520000,2024-07-30 20:14:13+00:00,520.0,2.0,0.0,0.0,0.0,0.0,5931.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00521000,2024-07-30 20:12:36+00:00,521.0,2.18,0.0,0.0,0.0,0.0,4555.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00522000,2024-07-30 20:07:10+00:00,522.0,2.41,0.0,0.0,0.0,0.0,8667.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00523000,2024-07-30 20:06:00+00:00,523.0,2.59,0.0,0.0,0.0,0.0,5726.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00524000,2024-07-30 19:59:33+00:00,524.0,2.06,0.0,0.0,0.0,0.0,2007.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00525000,2024-07-30 20:14:08+00:00,525.0,2.79,0.0,0.0,0.0,0.0,14684.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00526000,2024-07-30 20:02:05+00:00,526.0,3.23,0.0,0.0,0.0,0.0,2294.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00527000,2024-07-30 20:13:32+00:00,527.0,3.2,0.0,0.0,0.0,0.0,5417.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00528000,2024-07-30 20:06:51+00:00,528.0,3.65,0.0,0.0,0.0,0.0,4407.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00529000,2024-07-30 20:11:33+00:00,529.0,3.75,0.0,0.0,0.0,0.0,779.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00530000,2024-07-30 20:14:34+00:00,530.0,3.97,0.0,0.0,0.0,0.0,7460.0,0,0.0312596875,False,REGULAR,USD,Put
SPY240816P00531000,2024-07-30 20:09:09+00:00,531.0,4.28,0.0,0.0,0.0,0.0,3105.0,0,0.015634843750000002,False,REGULAR,USD,Put
SPY240816P00532000,2024-07-30 20:09:01+00:00,532.0,4.56,0.0,0.0,0.0,0.0,3235.0,0,0.015634843750000002,False,REGULAR,USD,Put
SPY240816P00533000,2024-07-30 20:03:08+00:00,533.0,5.1,0.0,0.0,0.0,0.0,2344.0,0,0.015634843750000002,False,REGULAR,USD,Put
SPY240816P00534000,2024-07-30 20:13:20+00:00,534.0,5.15,0.0,0.0,0.0,0.0,2966.0,0,0.015634843750000002,False,REGULAR,USD,Put
SPY240816P00535000,2024-07-30 20:14:53+00:00,535.0,5.54,0.0,0.0,0.0,0.0,16050.0,0,0.015634843750000002,False,REGULAR,USD,Put
SPY240816P00536000,2024-07-30 20:05:23+00:00,536.0,6.15,0.0,0.0,0.0,0.0,3383.0,0,0.015634843750000002,False,REGULAR,USD,Put
SPY240816P00537000,2024-07-30 20:10:54+00:00,537.0,6.31,0.0,0.0,0.0,0.0,3711.0,0,0.007822421875,False,REGULAR,USD,Put
SPY240816P00538000,2024-07-30 20:14:13+00:00,538.0,6.65,0.0,0.0,0.0,0.0,1237.0,0,0.007822421875,False,REGULAR,USD,Put
SPY240816P00539000,2024-07-30 20:10:16+00:00,539.0,7.0,0.0,0.0,0.0,0.0,2642.0,0,0.007822421875,False,REGULAR,USD,Put
SPY240816P00540000,2024-07-30 20:13:50+00:00,540.0,7.48,0.0,0.0,0.0,0.0,9395.0,0,0.0039162109375,False,REGULAR,USD,Put
SPY240816P00541000,2024-07-30 20:07:27+00:00,541.0,8.18,0.0,0.0,0.0,0.0,1177.0,0,0.00196310546875,False,REGULAR,USD,Put
SPY240816P00542000,2024-07-30 20:03:34+00:00,542.0,9.0,0.0,0.0,0.0,0.0,1194.0,0,4.0517272949218754e-05,False,REGULAR,USD,Put
SPY240816P00543000,2024-07-30 20:03:14+00:00,543.0,9.35,0.0,0.0,0.0,0.0,2508.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00544000,2024-07-30 20:14:16+00:00,544.0,9.48,0.0,0.0,0.0,0.0,2914.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00545000,2024-07-30 20:13:29+00:00,545.0,9.76,0.0,0.0,0.0,0.0,6360.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00546000,2024-07-30 20:02:03+00:00,546.0,11.13,0.0,0.0,0.0,0.0,1653.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00547000,2024-07-30 20:10:41+00:00,547.0,11.23,0.0,0.0,0.0,0.0,5509.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00548000,2024-07-30 20:01:28+00:00,548.0,11.25,0.0,0.0,0.0,0.0,1649.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00549000,2024-07-30 20:01:56+00:00,549.0,12.38,0.0,0.0,0.0,0.0,4459.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00550000,2024-07-30 20:06:51+00:00,550.0,13.6,0.0,0.0,0.0,0.0,2993.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00551000,2024-07-30 19:16:00+00:00,551.0,12.26,0.0,0.0,0.0,0.0,81.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00552000,2024-07-30 20:09:22+00:00,552.0,14.73,0.0,0.0,0.0,0.0,80.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00553000,2024-07-30 20:11:41+00:00,553.0,15.47,0.0,0.0,0.0,0.0,236.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00554000,2024-07-30 20:01:29+00:00,554.0,15.22,0.0,0.0,0.0,0.0,48.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00555000,2024-07-30 20:02:03+00:00,555.0,17.65,0.0,0.0,0.0,0.0,166.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00556000,2024-07-30 20:00:37+00:00,556.0,15.1,0.0,0.0,0.0,0.0,11.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00557000,2024-07-30 20:02:03+00:00,557.0,19.0,0.0,0.0,0.0,0.0,40.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00558000,2024-07-30 19:03:54+00:00,558.0,17.73,0.0,0.0,0.0,0.0,229.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00559000,2024-07-30 20:01:56+00:00,559.0,20.19,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00560000,2024-07-30 19:03:54+00:00,560.0,19.43,0.0,0.0,0.0,0.0,120.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00561000,2024-07-30 17:37:25+00:00,561.0,20.56,0.0,0.0,0.0,0.0,11.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00562000,2024-07-30 19:52:01+00:00,562.0,19.16,0.0,0.0,0.0,0.0,39.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00563000,2024-07-30 15:07:19+00:00,563.0,21.75,0.0,0.0,0.0,0.0,17.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00564000,2024-07-30 19:51:17+00:00,564.0,20.8,0.0,0.0,0.0,0.0,52.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00565000,2024-07-30 18:25:03+00:00,565.0,22.71,0.0,0.0,0.0,0.0,24.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00566000,2024-07-29 19:55:38+00:00,566.0,21.21,0.0,0.0,0.0,0.0,16.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00567000,2024-07-29 17:36:46+00:00,567.0,21.64,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00568000,2024-07-29 15:33:54+00:00,568.0,24.95,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00569000,2024-07-25 18:41:33+00:00,569.0,26.43,0.0,0.0,0.0,0.0,1037.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00570000,2024-07-30 20:09:54+00:00,570.0,30.88,0.0,0.0,0.0,0.0,56.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00571000,2024-07-24 13:31:44+00:00,571.0,21.89,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00572000,2024-07-22 19:29:46+00:00,572.0,17.75,0.0,0.0,0.0,0.0,53.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
