contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Highlight,Std Deviation
SPY240731C00503000,2024-07-30 15:17:52+00:00,503.0,39.2,0.0,0.0,0.0,0.0,317.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00503000,2024-07-30 15:04:00+00:00,503.0,0.01,0.0,0.0,0.0,0.0,570.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00504000,2024-07-30 18:40:36+00:00,504.0,0.01,0.0,0.0,0.0,0.0,45.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00504000,2024-07-30 16:02:04+00:00,504.0,37.02,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00505000,2024-07-30 17:56:49+00:00,505.0,0.02,0.0,0.0,0.0,0.0,437.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00505000,2024-07-30 19:50:42+00:00,505.0,38.45,0.0,0.0,0.0,0.0,341.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00506000,2024-07-30 19:50:42+00:00,506.0,37.45,0.0,0.0,0.0,0.0,248.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00506000,2024-07-30 17:47:13+00:00,506.0,0.02,0.0,0.0,0.0,0.0,136.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00507000,2024-07-16 16:32:10+00:00,507.0,56.8,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00507000,2024-07-30 20:01:16+00:00,507.0,0.02,0.0,0.0,0.0,0.0,235.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00508000,2024-07-30 20:03:11+00:00,508.0,0.02,0.0,0.0,0.0,0.0,11.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00508000,2024-07-30 19:50:07+00:00,508.0,35.45,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00509000,2024-07-30 20:05:30+00:00,509.0,0.02,0.0,0.0,0.0,0.0,83.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00509000,2024-07-12 15:17:23+00:00,509.0,53.97,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00510000,2024-07-30 18:45:36+00:00,510.0,31.86,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00510000,2024-07-30 19:13:36+00:00,510.0,0.02,0.0,0.0,0.0,0.0,1541.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00511000,2024-07-30 20:13:40+00:00,511.0,0.01,0.0,0.0,0.0,0.0,1528.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00511000,2024-07-26 17:21:24+00:00,511.0,35.83,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00512000,2024-07-30 20:13:34+00:00,512.0,0.02,0.0,0.0,0.0,0.0,122.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00512000,2024-07-26 17:37:51+00:00,512.0,33.22,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00513000,2024-07-29 17:30:32+00:00,513.0,32.41,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00513000,2024-07-30 19:54:21+00:00,513.0,0.02,0.0,0.0,0.0,0.0,349.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00514000,2024-07-30 20:11:03+00:00,514.0,0.02,0.0,0.0,0.0,0.0,326.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00514000,2024-07-30 16:12:06+00:00,514.0,26.92,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00515000,2024-07-30 20:14:35+00:00,515.0,0.02,0.0,0.0,0.0,0.0,1087.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00515000,2024-07-30 20:04:47+00:00,515.0,23.57,0.0,0.0,0.0,0.0,139.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00516000,2024-07-30 15:01:51+00:00,516.0,27.1,0.0,0.0,0.0,0.0,26.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00516000,2024-07-30 19:51:07+00:00,516.0,0.02,0.0,0.0,0.0,0.0,618.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00517000,2024-07-30 20:04:47+00:00,517.0,21.56,0.0,0.0,0.0,0.0,28.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00517000,2024-07-30 19:46:56+00:00,517.0,0.02,0.0,0.0,0.0,0.0,52.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00518000,2024-07-30 20:14:42+00:00,518.0,0.03,0.0,0.0,0.0,0.0,398.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00518000,2024-07-30 18:21:47+00:00,518.0,24.55,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00519000,2024-07-30 17:04:49+00:00,519.0,20.4,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00519000,2024-07-30 20:13:33+00:00,519.0,0.03,0.0,0.0,0.0,0.0,1250.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00520000,2024-07-30 20:14:54+00:00,520.0,0.04,0.0,0.0,0.0,0.0,1484.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00520000,2024-07-30 20:08:14+00:00,520.0,19.21,0.0,0.0,0.0,0.0,37.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00521000,2024-07-30 20:14:47+00:00,521.0,0.04,0.0,0.0,0.0,0.0,2499.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00521000,2024-07-30 19:39:13+00:00,521.0,20.51,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00522000,2024-07-30 20:12:38+00:00,522.0,0.04,0.0,0.0,0.0,0.0,3224.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00522000,2024-07-30 14:26:07+00:00,522.0,23.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00523000,2024-07-30 20:14:24+00:00,523.0,0.05,0.0,0.0,0.0,0.0,906.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00523000,2024-07-30 16:05:16+00:00,523.0,17.53,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00524000,2024-07-30 17:20:19+00:00,524.0,16.55,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00524000,2024-07-30 20:14:39+00:00,524.0,0.07,0.0,0.0,0.0,0.0,3206.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00525000,2024-07-30 20:14:59+00:00,525.0,0.09,0.0,0.0,0.0,0.0,4838.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00525000,2024-07-30 20:07:57+00:00,525.0,14.24,0.0,0.0,0.0,0.0,18.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00526000,2024-07-30 20:14:38+00:00,526.0,0.1,0.0,0.0,0.0,0.0,2776.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00526000,2024-07-30 19:46:56+00:00,526.0,16.19,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00527000,2024-07-30 20:06:47+00:00,527.0,11.64,0.0,0.0,0.0,0.0,34.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00527000,2024-07-30 20:14:36+00:00,527.0,0.13,0.0,0.0,0.0,0.0,5274.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00528000,2024-07-30 20:14:57+00:00,528.0,0.19,0.0,0.0,0.0,0.0,4765.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00528000,2024-07-30 19:29:58+00:00,528.0,13.96,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00529000,2024-07-30 20:14:55+00:00,529.0,0.24,0.0,0.0,0.0,0.0,5096.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00529000,2024-07-30 19:37:00+00:00,529.0,13.01,0.0,0.0,0.0,0.0,6.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00530000,2024-07-30 20:14:59+00:00,530.0,0.34,0.0,0.0,0.0,0.0,29517.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00530000,2024-07-30 19:58:43+00:00,530.0,12.83,0.0,0.0,0.0,0.0,215.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00531000,2024-07-30 20:09:03+00:00,531.0,8.74,0.0,0.0,0.0,0.0,5582.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00531000,2024-07-30 20:14:58+00:00,531.0,0.44,0.0,0.0,0.0,0.0,17585.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00532000,2024-07-30 20:14:55+00:00,532.0,0.6,0.0,0.0,0.0,0.0,14878.0,0,0.062509375,False,REGULAR,USD,Buy Put,3rd Std Dev
SPY240731C00532000,2024-07-30 20:13:43+00:00,532.0,7.77,0.0,0.0,0.0,0.0,122.0,0,1.0000000000000003e-05,True,REGULAR,USD,Buy Put,3rd Std Dev
SPY240731P00533000,2024-07-30 20:14:58+00:00,533.0,0.84,0.0,0.0,0.0,0.0,11795.0,0,0.062509375,False,REGULAR,USD,Sell Put,3rd Std Dev
SPY240731C00533000,2024-07-30 20:13:53+00:00,533.0,6.87,0.0,0.0,0.0,0.0,99.0,0,1.0000000000000003e-05,True,REGULAR,USD,Sell Put,3rd Std Dev
SPY240731C00534000,2024-07-30 20:11:32+00:00,534.0,6.09,0.0,0.0,0.0,0.0,122.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00534000,2024-07-30 20:14:58+00:00,534.0,1.02,0.0,0.0,0.0,0.0,16400.0,0,0.062509375,False,REGULAR,USD,,
SPY240731P00535000,2024-07-30 20:14:58+00:00,535.0,1.32,0.0,0.0,0.0,0.0,39462.0,0,0.062509375,False,REGULAR,USD,Buy Put,2nd Std Dev
SPY240731C00535000,2024-07-30 20:14:32+00:00,535.0,5.44,0.0,0.0,0.0,0.0,848.0,0,1.0000000000000003e-05,True,REGULAR,USD,Buy Put,2nd Std Dev
SPY240731P00536000,2024-07-30 20:14:58+00:00,536.0,1.66,0.0,0.0,0.0,0.0,15839.0,0,0.062509375,False,REGULAR,USD,Sell Put,2nd Std Dev
SPY240731C00536000,2024-07-30 20:13:59+00:00,536.0,4.63,0.0,0.0,0.0,0.0,229.0,0,1.0000000000000003e-05,True,REGULAR,USD,Sell Put,2nd Std Dev
SPY240731P00537000,2024-07-30 20:14:56+00:00,537.0,2.03,0.0,0.0,0.0,0.0,27171.0,0,0.0312596875,False,REGULAR,USD,,
SPY240731C00537000,2024-07-30 20:10:41+00:00,537.0,4.09,0.0,0.0,0.0,0.0,829.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00538000,2024-07-30 20:14:57+00:00,538.0,2.44,0.0,0.0,0.0,0.0,39205.0,0,0.0312596875,False,REGULAR,USD,Buy Put,1st Std Dev
SPY240731C00538000,2024-07-30 20:14:52+00:00,538.0,3.5,0.0,0.0,0.0,0.0,3086.0,0,1.0000000000000003e-05,True,REGULAR,USD,Buy Put,1st Std Dev
SPY240731C00539000,2024-07-30 20:14:50+00:00,539.0,2.95,0.0,0.0,0.0,0.0,5514.0,0,1.0000000000000003e-05,True,REGULAR,USD,Sell Put,1st Std Dev
SPY240731P00539000,2024-07-30 20:14:57+00:00,539.0,2.9,0.0,0.0,0.0,0.0,34326.0,0,0.0312596875,False,REGULAR,USD,Sell Put,1st Std Dev
SPY240731C00540000,2024-07-30 20:14:58+00:00,540.0,2.48,0.0,0.0,0.0,0.0,27048.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00540000,2024-07-30 20:14:57+00:00,540.0,3.41,0.0,0.0,0.0,0.0,66480.0,0,0.015634843750000002,False,REGULAR,USD,,
SPY240731C00541000,2024-07-30 20:14:59+00:00,541.0,2.06,0.0,0.0,0.0,0.0,36389.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00541000,2024-07-30 20:14:45+00:00,541.0,4.0,0.0,0.0,0.0,0.0,58151.0,0,0.007822421875,False,REGULAR,USD,,
SPY240731C00542000,2024-07-30 20:14:52+00:00,542.0,1.67,0.0,0.0,0.0,0.0,47075.0,0,7.103454589843751e-05,False,REGULAR,USD,,
SPY240731P00542000,2024-07-30 20:14:59+00:00,542.0,4.6,0.0,0.0,0.0,0.0,36944.0,0,7.103454589843751e-05,False,REGULAR,USD,,
SPY240731C00543000,2024-07-30 20:14:41+00:00,543.0,1.33,0.0,0.0,0.0,0.0,35748.0,0,0.007822421875,False,REGULAR,USD,,
SPY240731P00543000,2024-07-30 20:14:58+00:00,543.0,5.24,0.0,0.0,0.0,0.0,41193.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00544000,2024-07-30 20:14:44+00:00,544.0,6.03,0.0,0.0,0.0,0.0,17417.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00544000,2024-07-30 20:14:58+00:00,544.0,1.06,0.0,0.0,0.0,0.0,33782.0,0,0.015634843750000002,False,REGULAR,USD,,
SPY240731C00545000,2024-07-30 20:14:58+00:00,545.0,0.82,0.0,0.0,0.0,0.0,48984.0,0,0.0312596875,False,REGULAR,USD,Sell Call,1st Std Dev
SPY240731P00545000,2024-07-30 20:13:53+00:00,545.0,6.76,0.0,0.0,0.0,0.0,38887.0,0,1.0000000000000003e-05,True,REGULAR,USD,Sell Call,1st Std Dev
SPY240731P00546000,2024-07-30 20:13:54+00:00,546.0,7.52,0.0,0.0,0.0,0.0,21698.0,0,1.0000000000000003e-05,True,REGULAR,USD,Buy Call,1st Std Dev
SPY240731C00546000,2024-07-30 20:14:58+00:00,546.0,0.6,0.0,0.0,0.0,0.0,48816.0,0,0.0312596875,False,REGULAR,USD,Buy Call,1st Std Dev
SPY240731P00547000,2024-07-30 20:11:45+00:00,547.0,8.5,0.0,0.0,0.0,0.0,20757.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00547000,2024-07-30 20:14:59+00:00,547.0,0.44,0.0,0.0,0.0,0.0,52008.0,0,0.0312596875,False,REGULAR,USD,,
SPY240731P00548000,2024-07-30 20:12:25+00:00,548.0,9.26,0.0,0.0,0.0,0.0,2405.0,0,1.0000000000000003e-05,True,REGULAR,USD,Sell Call,2nd Std Dev
SPY240731C00548000,2024-07-30 20:14:51+00:00,548.0,0.32,0.0,0.0,0.0,0.0,27621.0,0,0.062509375,False,REGULAR,USD,Sell Call,2nd Std Dev
SPY240731P00549000,2024-07-30 20:12:44+00:00,549.0,10.13,0.0,0.0,0.0,0.0,742.0,0,1.0000000000000003e-05,True,REGULAR,USD,Buy Call,2nd Std Dev
SPY240731C00549000,2024-07-30 20:14:59+00:00,549.0,0.23,0.0,0.0,0.0,0.0,19008.0,0,0.062509375,False,REGULAR,USD,Buy Call,2nd Std Dev
SPY240731P00550000,2024-07-30 20:12:50+00:00,550.0,11.02,0.0,0.0,0.0,0.0,3017.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00550000,2024-07-30 20:14:59+00:00,550.0,0.15,0.0,0.0,0.0,0.0,40866.0,0,0.062509375,False,REGULAR,USD,,
SPY240731P00551000,2024-07-30 20:01:49+00:00,551.0,11.73,0.0,0.0,0.0,0.0,147.0,0,1.0000000000000003e-05,True,REGULAR,USD,Sell Call,3rd Std Dev
SPY240731C00551000,2024-07-30 20:14:56+00:00,551.0,0.1,0.0,0.0,0.0,0.0,13426.0,0,0.062509375,False,REGULAR,USD,Sell Call,3rd Std Dev
SPY240731P00552000,2024-07-30 20:01:52+00:00,552.0,12.7,0.0,0.0,0.0,0.0,441.0,0,1.0000000000000003e-05,True,REGULAR,USD,Buy Call,3rd Std Dev
SPY240731C00552000,2024-07-30 20:14:45+00:00,552.0,0.08,0.0,0.0,0.0,0.0,26449.0,0,0.062509375,False,REGULAR,USD,Buy Call,3rd Std Dev
SPY240731P00553000,2024-07-30 19:51:06+00:00,553.0,9.77,0.0,0.0,0.0,0.0,837.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00553000,2024-07-30 20:14:51+00:00,553.0,0.05,0.0,0.0,0.0,0.0,12599.0,0,0.062509375,False,REGULAR,USD,,
SPY240731C00554000,2024-07-30 20:14:45+00:00,554.0,0.03,0.0,0.0,0.0,0.0,14703.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00554000,2024-07-30 19:51:38+00:00,554.0,10.86,0.0,0.0,0.0,0.0,189.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00555000,2024-07-30 20:00:40+00:00,555.0,14.36,0.0,0.0,0.0,0.0,232.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00555000,2024-07-30 20:14:52+00:00,555.0,0.03,0.0,0.0,0.0,0.0,13704.0,0,0.12500875,False,REGULAR,USD,,
SPY240731C00556000,2024-07-30 20:13:55+00:00,556.0,0.02,0.0,0.0,0.0,0.0,12132.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00556000,2024-07-30 19:58:31+00:00,556.0,13.42,0.0,0.0,0.0,0.0,9.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00557000,2024-07-30 20:14:06+00:00,557.0,0.02,0.0,0.0,0.0,0.0,8396.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00557000,2024-07-30 19:49:50+00:00,557.0,13.44,0.0,0.0,0.0,0.0,47.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00558000,2024-07-30 20:14:48+00:00,558.0,0.02,0.0,0.0,0.0,0.0,3893.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00558000,2024-07-30 19:49:51+00:00,558.0,14.48,0.0,0.0,0.0,0.0,32.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00559000,2024-07-30 20:13:58+00:00,559.0,0.01,0.0,0.0,0.0,0.0,2632.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00559000,2024-07-30 19:25:40+00:00,559.0,17.48,0.0,0.0,0.0,0.0,21.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00560000,2024-07-30 20:11:14+00:00,560.0,0.01,0.0,0.0,0.0,0.0,4162.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00560000,2024-07-30 17:40:40+00:00,560.0,18.93,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00561000,2024-07-30 19:50:37+00:00,561.0,17.78,0.0,0.0,0.0,0.0,14.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00561000,2024-07-30 20:03:32+00:00,561.0,0.01,0.0,0.0,0.0,0.0,1761.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00562000,2024-07-30 16:55:13+00:00,562.0,22.66,0.0,0.0,0.0,0.0,15.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00562000,2024-07-30 20:06:27+00:00,562.0,0.01,0.0,0.0,0.0,0.0,3631.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00563000,2024-07-30 18:27:56+00:00,563.0,21.4,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00563000,2024-07-30 20:06:51+00:00,563.0,0.01,0.0,0.0,0.0,0.0,805.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00564000,2024-07-30 17:48:24+00:00,564.0,22.99,0.0,0.0,0.0,0.0,15.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00564000,2024-07-30 20:02:34+00:00,564.0,0.01,0.0,0.0,0.0,0.0,309.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00565000,2024-07-30 17:31:01+00:00,565.0,24.7,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00565000,2024-07-30 20:01:54+00:00,565.0,0.01,0.0,0.0,0.0,0.0,518.0,0,0.12500875,False,REGULAR,USD,,
SPY240731P00566000,2024-07-30 18:35:31+00:00,566.0,24.18,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00566000,2024-07-30 19:43:11+00:00,566.0,0.01,0.0,0.0,0.0,0.0,1109.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00567000,2024-07-30 19:50:00+00:00,567.0,0.01,0.0,0.0,0.0,0.0,466.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00567000,2024-07-30 15:09:17+00:00,567.0,25.28,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00568000,2024-07-18 16:39:11+00:00,568.0,14.33,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00568000,2024-07-30 19:05:06+00:00,568.0,0.01,0.0,0.0,0.0,0.0,89.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00569000,2024-07-30 17:48:39+00:00,569.0,27.92,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00569000,2024-07-30 15:11:42+00:00,569.0,0.01,0.0,0.0,0.0,0.0,4.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00570000,2024-07-23 13:45:40+00:00,570.0,14.5,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00570000,2024-07-30 19:10:38+00:00,570.0,0.01,0.0,0.0,0.0,0.0,23.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00571000,2024-07-18 19:59:05+00:00,571.0,18.32,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00571000,2024-07-29 19:59:48+00:00,571.0,0.01,0.0,0.0,0.0,0.0,121.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00572000,2024-07-19 19:12:13+00:00,572.0,21.98,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00572000,2024-07-30 18:59:16+00:00,572.0,0.01,0.0,0.0,0.0,0.0,4.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00573000,2024-07-30 14:00:23+00:00,573.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00573000,2024-07-22 14:30:15+00:00,573.0,19.9,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00574000,2024-07-30 19:01:46+00:00,574.0,0.01,0.0,0.0,0.0,0.0,4.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00574000,2024-07-30 13:46:32+00:00,574.0,27.55,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731P00575000,2024-07-26 19:04:55+00:00,575.0,31.63,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00575000,2024-07-30 17:30:17+00:00,575.0,0.01,0.0,0.0,0.0,0.0,9.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00576000,2024-07-29 16:44:48+00:00,576.0,0.01,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00576000,2024-07-17 18:05:08+00:00,576.0,19.0,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00577000,2024-07-30 20:00:59+00:00,577.0,0.01,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00578000,2024-07-26 17:23:40+00:00,578.0,0.03,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD,,
SPY240731C00579000,2024-07-26 14:41:39+00:00,579.0,0.01,0.0,0.0,0.0,0.0,25.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00580000,2024-07-18 19:59:05+00:00,580.0,27.48,0.0,0.0,0.0,0.0,27.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00580000,2024-07-30 13:37:07+00:00,580.0,0.01,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00585000,2024-07-18 19:25:34+00:00,585.0,34.1,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00585000,2024-07-26 19:50:36+00:00,585.0,0.01,0.0,0.0,0.0,0.0,339.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00590000,2024-07-18 18:33:11+00:00,590.0,37.5,0.0,0.0,0.0,0.0,20.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00590000,2024-07-29 14:06:13+00:00,590.0,0.01,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,,
SPY240731P00595000,2024-07-25 20:09:24+00:00,595.0,56.86,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00595000,2024-07-25 19:29:24+00:00,595.0,0.01,0.0,0.0,0.0,0.0,519.0,0,0.500005,False,REGULAR,USD,,
SPY240731P00600000,2024-07-30 18:32:47+00:00,600.0,58.3,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00600000,2024-07-25 17:15:26+00:00,600.0,0.01,0.0,0.0,0.0,0.0,8.0,0,0.500005,False,REGULAR,USD,,
SPY240731P00605000,2024-07-23 19:51:51+00:00,605.0,50.83,0.0,0.0,0.0,0.0,6.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00605000,2024-07-25 16:55:36+00:00,605.0,0.01,0.0,0.0,0.0,0.0,130.0,0,0.500005,False,REGULAR,USD,,
SPY240731C00610000,2024-07-24 17:13:58+00:00,610.0,0.01,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD,,
SPY240731C00615000,2024-07-22 15:09:51+00:00,615.0,0.01,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD,,
SPY240731C00620000,2024-07-17 15:56:07+00:00,620.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,,
SPY240731P00620000,2024-06-21 19:36:46+00:00,620.0,75.33,71.4,71.75,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00625000,2024-07-18 15:00:40+00:00,625.0,0.01,0.0,0.0,0.0,0.0,9.0,0,0.500005,False,REGULAR,USD,,
SPY240731P00625000,2024-06-21 19:36:46+00:00,625.0,80.31,76.4,76.75,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,,
SPY240731C00635000,2024-07-26 19:59:36+00:00,635.0,0.01,0.0,0.0,0.0,0.0,8.0,0,0.500005,False,REGULAR,USD,,
SPY240731C00645000,2024-07-30 13:30:07+00:00,645.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,,
